Study_Hours,Attendance,Extracurricular,Past_Score,Final_Score
7,72,Yes,56,81.62190544655543
10,89,Yes,50,92.25788146402068
6,100,No,50,81.58095451407004
10,77,Yes,87,108.3301935243955
1,93,No,90,69.52615004362595
11,90,No,77,110.25867039699888
5,91,No,79,85.24333490311258
12,83,No,79,112.25437317247052
5,78,No,73,77.6255832037087
8,59,Yes,81,90.76284396738151
5,56,No,68,70.47650260582085
2,84,Yes,73,64.55090813037496
10,54,No,61,89.59405745447076
9,90,No,60,94.05715300469475
5,78,No,85,79.30589487494424
1,82,No,61,52.75469694224551
3,82,Yes,81,72.72632303009419
3,60,Yes,80,67.9052392966647
12,82,No,80,112.13123608449659
3,71,No,76,68.00043503547127
12,59,No,52,94.8311757186837
10,59,No,59,95.13154461684898
1,78,Yes,71,52.95839586529938
7,91,No,57,84.85014093001166
1,62,Yes,66,45.77027944654215
10,90,No,53,101.9311646134463
11,84,Yes,64,109.58775792559398
3,91,No,57,66.16617958786233
7,97,No,73,91.40209401093752
10,100,No,90,115.03269251978551
5,63,Yes,84,80.87417293242027
1,92,No,60,55.319692372828044
12,84,No,51,102.5201782691283
3,68,No,75,62.65381336455868
10,77,Yes,76,108.36093968631995
2,65,No,57,49.36124314145212
3,58,No,82,63.69490735690155
11,73,Yes,75,102.11326954504125
1,69,Yes,66,56.701773099555524
8,66,No,83,96.68389228153679
8,52,No,87,91.48152628863961
5,56,No,74,67.32527623602074
3,90,Yes,70,66.7760636359501
9,75,No,90,98.96437442267867
11,93,Yes,90,121.9725882518001
11,82,No,77,110.08290832107409
5,84,Yes,52,70.61333530307594
4,97,Yes,57,73.40867432375074
7,58,Yes,81,84.99407581648869
9,71,Yes,81,102.18060383805859
10,61,Yes,53,88.5033742842643
7,85,No,60,81.55560516687406
10,88,No,84,106.73782881067719
7,72,No,78,83.00974577412076
12,66,No,60,102.64612620504286
9,91,No,51,93.00253401913984
3,68,No,63,56.45073888414438
9,85,Yes,84,105.34285014379961
1,66,No,58,44.69193097478931
1,91,Yes,77,58.82008796504693
9,94,Yes,58,98.24082974065145
10,69,Yes,66,94.07911170303072
6,73,Yes,80,87.42401124958337
9,61,Yes,50,85.24450706442045
3,74,No,66,66.96375104176721
5,94,Yes,68,83.82253827334657
2,87,No,65,65.01193322187194
1,97,No,60,55.40952212510194
8,68,No,63,85.36636329185701
2,77,No,75,59.546015790340256
4,95,Yes,57,66.52448752588607
6,50,Yes,71,73.02302976978812
8,54,Yes,60,75.29420538899865
1,63,No,77,53.13297435971508
4,55,No,66,60.96562310062381
1,62,No,70,55.6495648821668
3,72,No,62,61.90468806511707
3,89,Yes,88,73.23463477995652
11,77,No,76,111.94971458630503
10,52,Yes,62,88.98102784108721
4,60,Yes,86,74.43190829081439
6,96,No,65,83.20216217013478
11,55,No,81,105.94441797118637
7,63,Yes,56,74.1238503401472
4,92,No,50,66.9497005626105
3,61,Yes,50,49.53005585338184
7,77,Yes,87,88.6960758984048
12,55,Yes,57,95.3998191431373
10,54,Yes,59,91.2522400310873
11,67,No,81,111.8516605814824
4,92,Yes,64,69.76222630356042
1,52,Yes,64,50.65199718814091
6,84,No,82,89.76523965498303
6,75,No,62,74.47649032817064
4,73,Yes,81,74.90472398838018
12,79,Yes,55,108.00093973968652
11,63,Yes,65,102.07074065382582
7,58,Yes,72,78.55626436320581
9,65,No,75,93.83099159561245
5,64,No,83,80.65276421483644
3,97,Yes,90,79.64936971088171
9,76,No,66,93.09148027872263
10,56,No,79,95.93768478498309
10,76,No,64,94.49967267648793
7,87,No,61,83.1770965927146
7,89,No,52,81.38223557184547
5,92,No,51,68.82343667853458
5,97,Yes,76,81.76586957935555
3,85,No,73,71.95647407016115
12,98,Yes,78,123.98404960755852
6,60,No,58,66.7424932510906
10,70,No,85,101.44775308225822
2,74,Yes,78,59.212509346533515
11,54,No,62,94.83647410738622
2,58,Yes,66,52.49466625476753
7,81,No,83,92.16362726308556
1,96,No,53,52.11750956482998
5,51,No,61,68.48119011361338
10,57,No,57,94.47185727228023
4,53,No,58,60.62380370779624
4,76,Yes,52,62.52940584603188
9,74,No,58,87.14224815153604
5,100,Yes,80,91.06131259714917
6,84,Yes,67,77.83972507741571
12,96,Yes,75,114.477169313449
7,73,No,68,87.11452959658742
9,88,No,65,93.79502658495147
10,78,Yes,90,113.37851127933084
2,72,No,85,62.283047119346925
9,53,No,80,91.07358168307255
7,79,No,51,83.16537278900346
1,94,No,75,62.46342524596028
8,85,Yes,67,88.04373175304735
8,55,Yes,69,85.81278860992458
12,92,Yes,61,107.2104332174199
5,70,No,82,73.86887596320679
11,82,Yes,88,117.68192054191901
7,56,Yes,84,88.42276776739115
6,72,Yes,52,69.82135321689827
4,60,No,74,65.53355619939276
8,66,No,84,88.47140843854581
5,65,Yes,78,74.84311654934302
7,91,No,65,86.4318178677896
5,98,No,56,81.39264719306536
5,80,Yes,63,77.05461363764606
11,52,No,57,93.79819274852676
6,72,Yes,84,88.9191830565158
1,83,Yes,70,58.90255217141503
8,50,No,82,85.587760516616
11,61,Yes,84,111.87369901966105
10,74,Yes,89,106.31201722548552
1,59,Yes,68,46.86271624967762
11,89,Yes,87,116.82932264405397
4,69,Yes,68,63.69618673495647
11,50,No,73,101.12905507371795
4,89,No,58,72.38379847478903
11,83,No,51,99.55348041102795
7,94,Yes,62,91.54959098591061
2,85,No,64,64.54480984605641
8,61,Yes,69,83.89829074726552
4,77,Yes,55,65.9033655439423
1,76,Yes,58,54.097377860440965
3,82,No,71,67.59656899677024
11,91,Yes,50,103.9855296675316
1,72,Yes,84,64.57650251925824
9,73,No,50,82.83498638223651
12,78,Yes,86,113.74926643858862
8,90,Yes,90,107.24757453184529
5,82,Yes,77,84.50383078738318
2,66,Yes,81,58.98524588976403
2,71,No,74,61.86294064779899
7,91,Yes,57,84.83547123937487
11,61,Yes,90,106.63318585120248
10,97,Yes,56,97.60904499643875
4,87,No,90,79.89007513830418
5,85,No,78,85.05818169312042
10,64,No,73,95.59965079070416
7,100,No,64,88.33067316197888
6,100,No,85,96.51029577648153
2,89,No,85,66.97124056071624
8,66,No,74,90.12806057128577
6,92,Yes,87,89.12191735645786
7,67,No,88,91.33073436842528
1,67,No,69,48.90534267021489
7,97,No,78,97.3735211998841
6,69,Yes,76,81.66693334879392
12,59,Yes,87,110.8067910895311
7,72,Yes,71,86.7173951546476
1,65,No,73,56.587536203864296
3,97,No,76,77.17005580723685
2,82,No,67,65.49670390198924
3,94,Yes,66,74.42312348359454
2,88,No,74,65.25672460429415
12,72,No,70,114.2964096277752
9,84,Yes,70,101.23884339736418
1,78,No,85,58.07183009889689
4,51,No,75,62.57877177776854
9,80,Yes,74,98.89718620612659
10,51,No,65,93.56789282853744
2,78,No,53,56.19950343351365
4,81,Yes,76,73.08806399822232
10,87,Yes,74,110.37334610196993
9,81,No,83,105.79618444342024
7,95,No,63,85.73078862518386
7,64,No,78,82.58690177032229
7,60,No,75,83.68943782647287
7,74,No,83,87.07374704101441
4,83,Yes,53,61.32965852011422
8,67,Yes,73,87.99578002858055
3,83,No,79,73.68357648202708
5,76,Yes,51,63.4180737400624
6,63,No,80,76.09976273763047
12,96,Yes,64,110.47410203101118
9,80,Yes,77,94.94274359649013
11,68,No,68,100.89345707801768
4,91,Yes,61,74.5972430049369
5,50,No,77,75.22447199755692
11,71,Yes,86,115.12522321566176
12,66,No,58,101.70310990885164
6,71,Yes,78,81.68674111995473
2,81,No,80,63.50847582573822
6,78,Yes,73,87.03348434165159
8,82,No,53,86.70145993672149
5,94,Yes,89,93.75326792829946
4,76,No,75,72.35328833882882
9,86,Yes,55,89.69125211555318
1,57,No,50,45.37690354595408
12,84,No,78,117.4131149314325
12,68,Yes,81,115.23004868977452
5,85,No,67,76.3786485653856
10,59,No,85,102.61661880331161
4,98,No,65,77.05577562610578
10,76,No,62,96.70774079278098
3,58,Yes,74,66.30764705948795
8,73,Yes,72,93.55928510224003
10,58,Yes,89,106.7859650812268
7,60,Yes,57,76.53212846488792
10,71,Yes,77,99.27306447097475
8,69,No,79,93.60081109780998
2,96,No,76,73.61285939477767
8,64,No,62,87.97194620955116
11,97,Yes,55,108.89458462560978
4,96,Yes,58,72.08711757595239
11,74,No,86,115.11674476449593
11,78,Yes,60,98.17348879612844
4,74,Yes,68,73.23903897753915
6,64,Yes,70,80.2616127355995
10,68,Yes,74,99.32050184901959
10,76,No,62,96.06459851879126
9,71,Yes,77,92.84050969176651
1,80,No,61,55.21660640563857
2,90,Yes,60,59.409058458423246
7,76,Yes,85,94.26420708961848
3,92,No,58,67.23319399908145
9,84,Yes,77,98.73085487434804
8,85,No,72,98.57439505574224
7,57,Yes,75,83.75221295829022
9,71,No,77,100.79070533788098
4,92,No,59,74.83084026508855
9,57,No,60,90.07794733191528
11,91,No,87,119.04492788032879
8,53,No,73,81.6430684079293
9,52,No,66,90.21204744176501
2,77,No,79,62.60021672381277
10,91,No,66,106.79823602253579
10,77,Yes,50,89.94702568832004
4,64,No,53,57.63493023271994
12,81,Yes,83,118.3557882651775
12,76,No,72,109.07376250253239
11,77,No,59,97.17184624624754
6,84,No,55,73.65005519925633
2,67,No,75,64.24975367954296
8,54,Yes,86,95.17244029982379
10,60,No,53,87.15531113120555
7,100,No,70,94.75931307531745
2,54,No,61,49.77978908888707
7,95,Yes,67,90.04257518874165
4,86,No,77,81.51759892778234
3,82,No,55,60.36334576290047
12,73,No,83,112.23424993693577
6,98,Yes,50,82.30718152456424
10,50,Yes,72,97.5153810494366
8,97,No,81,105.3825994143939
10,68,Yes,52,86.35656690207773
12,63,Yes,78,114.74418035441948
9,51,No,69,88.97940350377466
3,70,No,76,66.65894562912258
10,90,No,78,111.688663064622
1,75,Yes,89,64.35984303776522
6,58,No,81,78.55023536352667
12,51,No,56,93.81372360572924
2,57,No,85,62.86417292438089
10,69,No,54,96.67309824826138
6,52,No,64,72.63037822720516
3,90,No,51,67.0977430498848
9,69,Yes,89,98.59658442953796
2,72,Yes,85,70.47224396445579
8,92,Yes,88,98.62251285139843
3,54,No,55,56.33235113726333
11,96,No,71,110.25802569617078
7,70,No,69,87.57331740515082
9,51,Yes,50,80.6619884684492
9,83,Yes,57,91.3379090977566
2,56,Yes,79,57.54186539907856
8,99,No,81,100.21472262997287
3,79,No,77,73.12994738042234
2,52,Yes,76,60.47820097164904
12,54,Yes,88,106.40460231475417
5,93,Yes,72,81.09638764432037
10,86,No,87,113.01285751728169
3,61,Yes,69,60.37270487236013
5,60,No,84,78.35492856594124
12,66,No,80,111.43605055404345
7,79,Yes,90,96.15206637916634
1,60,No,74,52.050463628148336
9,84,No,82,100.3023613910679
1,50,Yes,73,49.21869272103007
7,92,Yes,57,87.1077619100663
6,94,No,75,88.41543651793005
12,55,Yes,61,99.60503958219988
4,58,No,70,61.313617844831185
11,80,Yes,60,105.02023967612125
9,58,Yes,62,91.3060837778723
1,60,Yes,62,51.10332329973865
12,86,Yes,60,113.33764266733215
12,67,No,60,107.71362056122379
8,83,No,81,93.49618416636507
3,78,No,85,69.8410527927289
11,50,No,86,100.83865455958073
3,91,No,79,71.74752418677991
8,68,No,63,88.90735303909364
1,96,Yes,61,62.84826691657737
12,81,No,90,115.70292311418554
6,68,No,75,83.79102293044834
10,92,Yes,58,103.24543461114956
8,70,No,76,88.67389596095583
1,80,No,57,50.434526261182754
11,77,No,89,118.31858060851155
9,57,No,68,84.914396630057
8,59,Yes,79,84.3866552259254
12,86,No,70,113.61922030191062
7,96,No,52,89.3918524973481
11,78,Yes,52,94.5886723243477
3,82,No,58,67.40691154609348
11,83,Yes,64,109.6098490489989
7,98,No,87,97.69653291977663
8,70,Yes,83,92.36815026112939
4,68,No,69,68.28898820205897
9,83,No,59,94.69750766384429
10,86,No,86,113.99890516881605
9,82,No,72,98.7434470981812
8,58,Yes,79,87.91451914781781
3,62,Yes,76,67.06875237207478
4,85,No,67,76.43876248498555
6,75,No,86,84.35916729880164
2,81,Yes,56,57.38785033481124
6,65,No,90,82.67978094827362
2,50,Yes,88,59.23358971410114
11,50,No,84,101.47843669270259
10,70,No,83,101.81630464096533
5,81,Yes,63,75.51169236872104
9,67,Yes,67,88.40549724600064
9,70,Yes,72,98.14049871463662
12,73,Yes,51,97.93408222530567
10,93,Yes,62,104.59838373672962
7,95,No,78,90.82022646059033
5,57,No,81,76.86171559346431
3,76,No,56,55.58677757344623
5,82,No,58,74.65900655760144
9,58,No,86,99.25125440098195
11,87,No,55,104.89807023986829
6,91,No,53,81.51626380318892
9,97,Yes,86,109.89991979594691
10,65,Yes,87,105.01095115625371
11,64,Yes,87,110.15405137588846
2,65,Yes,59,54.86642582249858
11,85,No,66,107.00067951077564
1,80,No,71,55.462709855607926
5,53,No,85,70.83114439493325
12,55,Yes,61,98.59026779827234
10,57,Yes,53,90.19164363470706
2,80,Yes,79,65.117635473571
11,97,No,90,123.63289912919015
1,72,No,70,50.21185434054058
7,95,Yes,53,79.9880108844467
12,77,No,57,106.1551077789164
3,95,No,66,65.29057623305874
12,89,Yes,58,109.02032057225634
11,61,No,52,97.40082605832022
1,69,Yes,56,46.46788381614505
9,88,No,64,97.75428142802461
8,76,Yes,56,85.93809951785983
2,66,Yes,89,68.68312530391077
5,80,No,80,82.91652981492865
5,87,Yes,86,88.1185011189441
1,77,Yes,58,48.329552580434786
8,81,No,66,93.80252527918277
1,96,No,71,59.564221944137046
7,61,Yes,85,84.92715171440784
9,67,Yes,79,101.58344523115647
12,96,Yes,71,112.93954291057618
8,79,Yes,62,86.32346999657057
6,51,No,61,73.32229137112014
5,59,No,55,69.50094518115026
12,94,Yes,87,125.54726009407119
2,95,Yes,51,58.540359486856744
11,79,No,52,102.67395531537989
8,67,Yes,50,79.55932216320396
6,80,No,59,74.39172388286227
2,82,Yes,73,60.57137907073654
1,76,No,81,58.14472593433158
5,81,Yes,86,85.34714572327547
11,98,No,72,115.69617543023043
2,80,No,89,68.21140587195084
3,60,Yes,60,53.00192931284886
8,69,No,56,78.14515174738644
10,74,Yes,58,96.46735396254718
5,72,Yes,76,73.21703146056524
2,67,Yes,50,47.3257562441177
1,54,Yes,51,44.15043707229446
9,52,No,83,93.40418881791604
7,69,Yes,56,74.7920988287197
9,65,No,66,94.67067655721294
7,60,No,87,92.73447789227339
3,73,No,77,63.16456743611064
8,57,Yes,90,96.05806861156783
8,75,No,65,87.96844606035381
10,52,Yes,79,92.9854649433827
4,77,Yes,60,64.80225219322703
10,57,Yes,59,87.83867214773304
1,59,No,63,46.31251815548794
12,97,No,78,121.03213198102273
4,85,Yes,77,80.74532622798698
9,57,No,75,96.00870073477968
1,87,Yes,50,49.97915284792352
8,96,No,87,103.44727858244602
3,100,No,71,75.59865227010644
8,91,No,81,100.03577803773518
12,81,Yes,54,104.65452419204783
3,99,Yes,87,76.51877877028969
10,95,Yes,69,105.90213119243188
5,60,Yes,78,76.60184589998018
9,55,Yes,62,87.97811138020677
5,83,Yes,60,75.49732273603851
10,59,Yes,83,97.03000693108629
2,64,No,73,57.86423605190905
9,75,Yes,84,100.61016487408666
3,54,No,78,61.242112840094556
9,90,Yes,65,101.22161502800951
9,84,No,80,100.00196790188815
7,82,No,76,88.39577091486392
6,54,Yes,58,67.91634788250846
3,50,No,60,56.11418859968389
5,50,No,78,70.08477393708142
1,82,No,85,66.88229715305177
10,52,No,67,87.93682525961655
10,53,Yes,69,89.30103704640472
11,93,No,82,118.97058406640308
4,75,Yes,66,64.37645996033842
5,92,Yes,67,76.48316123576352
2,70,Yes,68,60.160833509883105
11,71,Yes,61,103.99541022656683
11,83,No,57,103.28366155791049
2,80,No,70,65.70610651803372
7,86,Yes,69,87.97452764982485
6,68,No,81,78.15556973952198
7,98,Yes,60,88.32561162593643
8,71,Yes,50,79.47625392442293
12,81,No,66,108.13176604678429
9,92,Yes,53,91.63993728851914
3,97,Yes,80,77.01901060776926
6,67,Yes,63,79.50935452215677
10,91,No,80,113.56023335650976
1,54,No,52,41.21199294416142
3,60,Yes,55,55.43764559350037
5,81,No,50,73.32444391907651
2,97,No,71,62.852583441117446
1,64,No,79,58.55183214168838
2,51,No,58,51.97831338082187
2,91,Yes,85,70.6116788130779
11,64,No,53,95.64609046715584
4,83,Yes,56,68.40870553871417
3,52,No,90,69.07685586162496
3,60,No,77,59.409234371171756
1,58,Yes,70,50.938546654540545
6,75,Yes,63,79.3211492946684
11,98,Yes,75,116.1806649209235
2,79,No,52,56.8693589358725
7,51,No,66,78.8473841608947
1,61,Yes,59,50.45853947146002
4,66,No,64,67.42497246721261
11,87,No,57,104.24543933384254
7,71,No,81,88.63230029040825
11,77,No,66,106.17276513556882
2,79,Yes,61,56.38350975269871
6,91,Yes,60,85.59453629655012
5,78,Yes,74,74.44463620362794
9,74,Yes,69,94.22147750807325
9,95,Yes,56,93.47231453779278
4,60,No,79,70.52816775119545
7,67,Yes,67,85.27233648825593
5,51,Yes,59,60.71096645779656
6,55,No,80,82.35791697025907
3,96,Yes,54,69.54271884458629
11,80,Yes,65,101.29337707464141
4,59,Yes,61,65.17385338868826
1,55,No,89,52.91799632559524
3,78,Yes,62,64.53251462109625
7,87,No,65,88.96784649117862
6,72,Yes,53,74.88605481291805
12,65,Yes,68,111.40583829020622
3,99,Yes,57,63.24885954125786
1,89,No,90,66.32570168808886
5,92,Yes,80,88.88326967537522
6,62,No,68,72.98112775927454
4,97,No,86,83.25637990171822
8,75,Yes,54,82.38636486384034
7,73,Yes,89,93.55101770630034
10,70,Yes,58,96.21592006478258
10,68,No,82,101.18948178117306
3,85,No,65,63.248958718000324
8,99,Yes,63,99.72356882415089
1,62,Yes,79,56.48703465663853
1,51,No,57,44.00594043997744
9,58,Yes,66,86.70376565807283
2,100,No,62,67.03806838478174
1,81,No,77,58.30348797964049
10,80,Yes,66,102.66581361088974
6,95,No,81,90.8729883522772
12,62,Yes,63,108.47886718300934
11,93,Yes,61,110.35785635292626
12,76,Yes,56,107.746970289142
8,95,Yes,86,99.7055722906034
4,81,Yes,64,69.56289756600681
9,68,Yes,85,95.45470438582853
1,86,Yes,64,59.67889205127438
5,62,No,67,73.81811309515152
1,53,Yes,79,56.389953615193896
5,50,Yes,57,64.47597941677725
3,85,No,90,78.54072738434476
12,77,Yes,89,122.05730159516558
9,91,No,79,105.50250762546955
3,83,Yes,62,67.93846158191633
12,86,Yes,61,107.7756087454235
7,72,No,66,84.31671932669614
1,82,Yes,73,61.11566849154514
4,51,No,59,61.133202741845594
8,52,Yes,75,90.35829182333326
3,80,No,67,68.53452508435252
1,77,No,70,51.43454084773623
2,70,No,90,68.3264221955862
2,64,Yes,70,58.869980284209696
12,63,No,76,108.67470371078319
9,93,No,59,100.13280276963427
2,56,Yes,88,58.33892327261253
7,94,Yes,69,90.50369560862536
8,88,No,83,95.27145013996564
9,93,No,64,96.34236826654598
6,94,Yes,55,78.21677659584424
12,74,No,75,117.18843501290561
2,54,No,54,44.332324008242665
2,66,Yes,77,58.58055929500086
5,76,Yes,83,76.9874056018078
2,93,Yes,80,66.45317157175313
6,50,No,62,73.46229688407507
10,60,No,54,87.69498066493624
9,82,No,54,90.86798669058302
6,98,No,82,94.4570734480526
7,76,Yes,55,84.75950703850563
10,81,Yes,80,106.28149978802188
6,79,Yes,72,87.41149833720856
11,77,Yes,54,99.46959039498724
9,61,No,57,82.33498700254844
5,91,Yes,73,80.55713226973849
5,53,Yes,60,63.58471879184844
9,57,Yes,71,90.22254709344202
3,62,No,55,60.01650826883181
2,83,No,77,62.29900222862691
11,70,No,89,111.00548223523026
3,99,No,78,73.17024649027742
6,93,No,82,91.60556397719242
7,82,No,63,88.66991343635027
12,73,Yes,68,106.32295942858939
2,93,Yes,70,64.24195731717721
5,59,No,85,81.46490681280088
5,89,No,54,68.44555297610523
5,79,No,84,82.11892351056568
9,85,Yes,52,91.70309961291134
12,77,Yes,58,111.20862040117385
4,68,No,63,65.15933969322246
12,70,Yes,51,101.89509640414508
11,51,No,66,91.80601176601573
12,83,Yes,87,121.28091376203707
9,91,Yes,67,95.78052550906808
6,70,No,85,82.36313885390938
5,94,Yes,66,76.47616624848409
9,83,No,50,88.13220287221303
11,90,Yes,83,120.09477564357832
12,50,Yes,53,92.32845099850884
4,84,Yes,56,66.47444673862299
11,78,No,80,106.56440492323615
1,78,Yes,78,63.66431589210446
10,76,No,63,102.63835287677193
4,63,No,85,73.53704556203361
1,61,Yes,59,44.65219770395827
1,77,No,78,63.57040020311299
10,62,No,90,103.13394333343831
2,87,Yes,59,57.081438917835555
8,97,Yes,61,97.8846850354367
2,99,No,65,62.86682128054433
4,74,Yes,74,75.5251733032587
10,83,No,77,105.18114330732942
9,72,No,59,86.80084803262463
10,91,No,59,96.04238740229894
12,75,No,53,103.41556230408273
12,68,Yes,70,103.81568289368151
6,52,Yes,72,77.69077291614788
12,54,No,82,113.24633183630671
12,100,Yes,50,110.22124999505377
5,75,Yes,88,79.51857310682655
12,86,Yes,53,106.35693943480324
9,98,Yes,76,106.77251771462298
5,92,No,59,73.09876333515969
8,80,Yes,80,99.06676232114557
10,58,No,70,91.14530213532453
2,52,Yes,70,55.66505329398973
11,73,Yes,66,103.36812237596689
5,78,Yes,83,84.58818738719653
11,85,Yes,74,114.06520431947372
2,76,Yes,81,61.18375230251354
11,82,Yes,55,98.66942581582424
9,84,Yes,67,93.80315941546564
10,76,No,66,103.59661451505424
5,71,Yes,68,78.08420635905595
2,59,Yes,76,58.97604884659684
5,93,No,55,76.99336757280307
10,68,Yes,70,100.35832982423105
5,67,Yes,86,75.20806442677983
10,89,No,87,111.48481039598661
7,83,No,85,97.74619147401438
3,59,Yes,82,67.34835615858692
12,99,Yes,89,126.08047941946991
3,85,No,89,80.19392990296298
1,79,No,82,61.97945041857102
4,51,No,88,71.89656114840018
8,54,Yes,78,89.57901644307005
10,98,No,83,108.57679296660895
2,64,Yes,79,56.58427512484768
8,77,Yes,67,85.45911851793458
5,80,Yes,82,83.8262696496127
2,64,Yes,55,54.16735685415972
5,66,Yes,74,79.31898785719684
5,77,No,66,69.84860722834983
5,68,Yes,72,69.6086872547347
12,52,No,63,100.70315922101764
8,67,Yes,81,93.54146736471128
5,100,Yes,87,88.00147532205622
9,75,Yes,64,94.57992329013248
1,53,Yes,67,44.21032566748438
12,94,No,67,118.06013672524614
4,57,Yes,59,57.031915814672345
11,98,Yes,72,116.43585693546731
6,77,No,55,75.64600933372554
4,80,No,82,73.43574999912025
4,98,Yes,56,74.64004049255348
8,85,No,73,90.74485721828674
3,70,Yes,88,75.2708377309812
10,64,No,83,103.26353199568595
7,65,No,61,78.08571165113551
8,72,Yes,56,79.15037006436413
9,63,No,79,91.40023361252116
8,70,Yes,67,83.2992912441235
12,97,No,64,112.47523794024066
4,50,No,70,59.874002787983834
2,96,Yes,83,76.51320561869801
5,75,Yes,72,75.51707308612447
1,91,Yes,90,69.82628481794673
10,88,No,58,101.76114622498008
2,53,No,73,57.28982528145653
1,76,No,73,57.65331725023459
9,85,No,90,103.60832355462246
2,54,No,80,61.47608067024732
1,68,Yes,61,48.43063801172292
3,65,No,51,59.67218884165402
11,53,Yes,84,99.58029904068668
3,55,Yes,88,62.806941037936234
11,91,Yes,88,118.42497065042754
10,79,No,69,98.09856008458155
5,77,Yes,51,65.80179102345478
10,67,No,60,96.63149197466542
7,87,Yes,89,96.62940343229751
7,72,No,69,80.48508985879091
10,77,No,69,104.19743884905613
4,63,Yes,68,65.06712685714923
12,97,No,53,108.66702628673832
4,65,Yes,74,71.81440703991514
7,65,No,54,78.21543122376167
10,82,No,84,108.44133968418444
5,67,Yes,74,70.74881839296545
3,78,No,86,72.46752078023617
4,52,No,62,59.28920131396168
9,52,Yes,84,96.50731739806253
2,83,No,75,62.61519819561487
8,95,Yes,52,93.51867386624185
9,92,Yes,62,99.8925979430434
10,92,No,83,115.23877964304137
12,99,No,85,127.2955702053264
6,80,Yes,67,82.35565064538252
5,70,No,90,86.84971217862153
4,66,Yes,66,67.26163701425574
10,53,Yes,59,90.37016032119847
7,100,No,80,93.84461508087752
5,67,No,72,70.56822991117146
10,68,No,56,92.10721022685007
2,88,No,65,60.61393859887977
5,76,Yes,79,78.6325359069566
7,67,No,71,80.92423894592379
7,61,No,89,85.01853843503369
4,81,No,71,72.35777200523641
3,57,Yes,67,56.52387320389836
10,69,Yes,81,106.98106483401773
1,80,Yes,81,65.26609529401065
5,65,No,81,76.2013022983537
3,81,No,81,72.30357215419022
6,96,No,75,92.78168687457469
1,58,Yes,71,48.67621014438353
2,83,No,52,58.279152124472816
5,64,No,52,63.79759931283765
1,62,Yes,75,54.72012452594417
4,63,No,72,70.90449525618612
4,53,Yes,52,58.07422144033606
4,50,No,68,63.60368736393266
12,99,No,76,123.08747586281304
5,98,Yes,67,78.31403571966455
9,53,No,59,85.60677753488952
10,74,Yes,67,103.25593702903606
1,81,No,59,53.91128011293692
3,62,No,63,60.518595326979785
8,87,Yes,64,88.34215755323038
6,77,Yes,55,77.11566073745358
5,58,Yes,61,65.05723709711711
1,60,Yes,71,50.26858199855822
6,52,No,67,75.7946634825115
5,64,Yes,68,74.36082275039453
1,85,Yes,67,52.82156889907125
8,84,No,85,99.86036397363112
1,93,No,56,50.35772506330624
9,58,Yes,60,90.56148199591114
12,62,No,55,96.30894125918876
11,63,Yes,72,103.02695118435184
4,77,Yes,63,67.65313261570911
10,68,No,66,101.71798377867171
2,50,Yes,50,45.14029835710822
6,79,Yes,82,85.40546198610195
5,65,No,83,79.81059821483231
6,70,No,53,75.9210215790629
3,81,No,58,58.682858960232565
5,69,Yes,77,73.51928512198387
5,71,Yes,56,71.86880607950332
5,61,Yes,55,64.59958956987587
8,86,Yes,69,97.77099394789019
12,57,Yes,70,103.76075851254558
3,94,No,76,78.47893783339937
8,79,Yes,65,88.8345182864656
10,84,No,60,102.42772390730153
9,86,Yes,66,96.50735919628377
10,58,No,80,102.95305045964119
7,100,Yes,87,99.92063663459277
12,51,No,86,112.28740578477408
10,71,No,69,97.95799329812957
5,63,No,71,74.50133773076723
3,52,Yes,65,58.777232052281796
11,67,No,75,103.93024639106089
4,97,Yes,60,70.49965587694011
5,71,No,81,78.69784805773168
3,75,No,89,72.31806379272143
7,64,No,59,82.68634972394867
9,89,No,73,104.24499876816652
5,96,No,82,86.3985364539921
6,51,No,84,75.97793916053303
5,50,Yes,64,62.143076177532876
4,90,Yes,79,82.46387620094526
2,89,No,66,63.008459817047274
9,62,Yes,56,87.41111479208595
9,70,No,81,96.16753226667863
5,83,Yes,50,67.45625017372426
5,100,No,54,73.02444659932345
8,62,No,65,84.68891067097135
7,69,No,83,93.31733584031743
1,50,No,90,52.201831174577656
12,56,Yes,85,111.69733485567131
12,81,No,78,118.68982365836327
4,68,No,77,72.9160089692569
6,89,Yes,52,81.86982313582055
7,51,No,64,72.34074878937149
7,74,No,83,86.83496076548113
5,83,No,68,79.05757924548887
9,71,Yes,80,101.15544865747997
9,67,No,52,82.44535363800158
2,59,Yes,59,51.91086537106823
3,97,No,68,71.10560140258409
6,54,Yes,58,71.51055995533375
11,91,Yes,52,105.88459134928536
5,89,Yes,56,74.12308520663206
8,63,No,77,87.31750957333048
3,58,No,86,66.64765720434829
9,76,No,79,102.54620126839612
5,71,No,77,75.72046518323596
6,83,No,87,93.97464010186823
3,86,Yes,87,76.90189516635736
2,59,Yes,80,63.63024181241583
9,55,No,76,93.08937782939486
2,66,Yes,52,47.22246645278739
6,59,No,84,84.34800653928504
9,59,No,75,93.66289803993394
6,95,No,72,87.7377519809765
1,91,Yes,72,64.26928055840828
9,64,Yes,75,97.69695842191267
12,78,Yes,55,101.99346604713915
4,63,Yes,52,55.20843662665911
8,72,Yes,55,81.43260676033411
1,83,No,56,48.631130749796235
8,59,No,89,90.80283384798531
